Actual Time,Run Time,Date Time,Temperature_MS8607,Temperature_DHT22,Humidity_MS8607,Humidity_DHT22,Pressure,Dust_PM10Standard,Dust_PM25Standard,Dust_PM100Standard,Dust_PM10Env,Dust_PM25Env,Dust_PM100Env,Dust_Particles03um,Dust_Particles05um,Dust_Particles10um,Dust_Particles25um,Dust_Particles50um,Dust_Particles100,VolatileOrganicCompounds_eCO2,VolatileOrganicCompounds_TVOC
1643673722.9862607,445150.9698328972,2022-01-31 17:02:02.986273,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,580,25
1643673723.7630842,445151.7466406822,2022-01-31 17:02:03.763099,19.87,18.8,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,579,26
1643673724.785092,445152.76865911484,2022-01-31 17:02:04.785104,19.85,18.8,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,586,29
1643673725.609785,445153.5933525562,2022-01-31 17:02:05.609798,19.86,18.8,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,583,32
1643673726.3760839,445154.35965180397,2022-01-31 17:02:06.376098,19.86,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,570,25
1643673727.4714782,445155.4550461769,2022-01-31 17:02:07.471492,19.85,18.9,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,568,27
1643673728.2354062,445156.2189736366,2022-01-31 17:02:08.235419,19.86,18.9,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,573,25
1643673729.063402,445157.0469760895,2022-01-31 17:02:09.063414,19.86,18.9,-6.0,1.0,669.12001203978,0,0,0,0,0,0,0,0,0,0,0,0,576,24
1643673730.084556,445158.06812143326,2022-01-31 17:02:10.084571,19.86,18.9,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,580,33
1643673730.922566,445158.9061408043,2022-01-31 17:02:10.922579,19.86,18.9,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,576,25
1643673731.7033806,445159.6869482994,2022-01-31 17:02:11.703394,19.87,18.9,-6.0,1.0,669.12001203978,0,0,0,0,0,0,0,0,0,0,0,0,578,31
1643673732.7339706,445160.71753787994,2022-01-31 17:02:12.733984,19.85,18.9,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,571,23
1643673733.5556011,445161.5391690731,2022-01-31 17:02:13.555614,19.85,18.9,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,576,24
1643673734.327783,445162.31134581566,2022-01-31 17:02:14.327796,19.86,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,579,28
1643673735.4034572,445163.3870317936,2022-01-31 17:02:15.403471,19.86,18.9,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,580,27
1643673736.1730938,445164.1566565037,2022-01-31 17:02:16.173107,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,587,30
1643673737.0086818,445164.9922015667,2022-01-31 17:02:17.008696,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,577,17
1643673738.0374405,445166.0209848881,2022-01-31 17:02:18.037457,19.86,18.9,-6.0,1.0,669.18001338594,0,0,0,0,0,0,0,0,0,0,0,0,570,28
1643673738.8558903,445166.8394701481,2022-01-31 17:02:18.855902,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,572,29
1643673739.630584,445167.614151001,2022-01-31 17:02:19.630598,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,580,27
1643673740.6642895,445168.6478636265,2022-01-31 17:02:20.664315,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,572,31
1643673741.4894338,445169.472997427,2022-01-31 17:02:21.489447,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,576,30
1643673742.2510407,445170.23460769653,2022-01-31 17:02:22.251056,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,564,26
1643673743.3529859,445171.33654999733,2022-01-31 17:02:23.352999,19.86,18.9,-6.0,1.0,669.2550150686401,0,0,0,0,0,0,0,0,0,0,0,0,573,26
1643673744.1197026,445172.1032691002,2022-01-31 17:02:24.119715,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,574,23
1643673744.9426038,445172.92617845535,2022-01-31 17:02:24.942616,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,585,29
1643673745.9691253,445173.95268917084,2022-01-31 17:02:25.969138,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,579,25
1643673746.760385,445174.74394249916,2022-01-31 17:02:26.760398,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,580,25
1643673747.5796478,445175.56322288513,2022-01-31 17:02:27.579661,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,570,33
1643673748.6101236,445176.5936906338,2022-01-31 17:02:28.610137,19.87,18.9,-6.0,1.0,669.1950137224801,0,0,0,0,0,0,0,0,0,0,0,0,574,27
1643673749.4360592,445177.4196021557,2022-01-31 17:02:29.436074,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,578,28
1643673750.20848,445178.1920411587,2022-01-31 17:02:30.208495,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,576,28
1643673751.277743,445179.2613182068,2022-01-31 17:02:31.277757,19.86,18.9,-6.0,1.0,669.2550150686401,0,0,0,0,0,0,0,0,0,0,0,0,575,32
1643673752.0465891,445180.0301542282,2022-01-31 17:02:32.046603,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,580,24
1643673752.8931057,445180.8766710758,2022-01-31 17:02:32.893119,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,572,27
1643673753.9189517,445181.90251874924,2022-01-31 17:02:33.918965,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,569,23
1643673754.6862524,445182.66981959343,2022-01-31 17:02:34.686267,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,576,23
1643673755.5127227,445183.49629473686,2022-01-31 17:02:35.512735,19.87,18.8,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,569,27
1643673756.5348608,445184.5184266567,2022-01-31 17:02:36.534875,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,571,23
